bbox,bbox_area_fraction,bbox_opaque_corner_fraction,bbox_opaque_edge_fraction,bbox_opaque_fill,bbox_visible_corner_fraction,bbox_visible_edge_fraction,bbox_visible_fill,canvas_opaque_fraction,provider,recovery_note,recovery_source_url,recovery_status,satellite_position,service_reference,source,source_reason,source_sha256,source_status
"1,43,219,88",0.33781,0.0,0.0,0.938022,1.0,1.0,1.0,0.316873,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_A96_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_A96_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,7fc3903c301ba1808462e1ff1080187c5ad71c50a36fd409a301aec9755867f0,SOURCE-REVIEW
"1,42,219,89",0.352824,0.0,0.0,0.939879,1.0,1.0,1.0,0.331612,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_AC8_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_AC8_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,66bd17140af26f87179e8ba6a899cef144fd71fc51218be080f6cb89e70a1cc4,SOURCE-REVIEW
"1,49,219,83",0.255234,0.0,0.0,0.902321,1.0,0.992063,0.990826,0.230303,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_AFA_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_AFA_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,1d55fa789147d8e7401d66ffed8e2373468d83c2208ba6a8613683614282b4e5,SOURCE-REVIEW
"1,44,219,88",0.330303,0.0,0.0,0.910759,1.0,0.98855,0.986239,0.300826,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_B2C_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_B2C_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,7edfe30531344568dd07f51eb4a207da0c706431407c41636b161b318c503384,SOURCE-REVIEW
"1,44,219,88",0.330303,0.0,0.0,0.910759,1.0,0.98855,0.986239,0.300826,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_B5E_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_B5E_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,236e3ff0fafde9bb1d80c28be80483864764cf3bcb1a583f495699a053249afc,SOURCE-REVIEW
"1,38,219,94",0.420386,0.0,0.0,0.946592,1.0,1.0,1.0,0.397934,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_C26_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_C26_3FC_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,477e86f92bcd3bc96d5ad55b2ab8d13d080f9e3716a17e4cb1f3f367be908871,SOURCE-REVIEW
"1,38,219,93",0.412879,0.0,0.0,0.932694,1.0,1.0,1.0,0.38509,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_C58_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_C58_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,496fcdc6839606c4f7b7263f8895d38398d08cbbd2d93ecea5d31e44a51df40c,SOURCE-REVIEW
"1,44,219,88",0.330303,0.0,0.0,0.910759,1.0,0.98855,0.986239,0.300826,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_C8A_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_C8A_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,92fbc4fdf37090cfd7a83570fc4dfc77a5fd8144dfb841f38c2673d0e04f7599,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.93131,1.0,1.0,1.0,0.272658,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_C8A_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_C8A_3FC_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,b84d81a19997123154d01e94912d8c8efd18b8bb8cf4c0b1c8e0568cc5310999,SOURCE-REVIEW
"1,34,219,97",0.472934,0.0,0.0,0.950488,1.0,1.0,1.0,0.449518,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_CEE_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_CEE_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,e7570dfa4ca76759de07bfa75cfea7b49706b7d535c89a6a6e9687c9f160aa96,SOURCE-REVIEW
"1,42,219,89",0.352824,0.0,0.0,0.939879,1.0,1.0,1.0,0.331612,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_E7E_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_E7E_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,dc4cbdfc4480b9c49a9bcde81b03c0ba5709a708f521d7bbe4ba544cca6b0170,SOURCE-REVIEW
"1,43,219,89",0.345317,0.0,0.0,0.938971,1.0,1.0,1.0,0.324242,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_EB0_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_EB0_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,e9d8d73495c4f4ecb53fa618bb523ad48f0f8d947b4b7f28f57992fdff03aca2,SOURCE-REVIEW
"1,40,219,92",0.390358,0.0,0.0,0.943896,1.0,1.0,1.0,0.368457,ebu-eurovision,,,RECOVERY-SEARCH,4.8e,1_0_19_1EE9_2E_55_300000_0_0_0.png,picons/4.8e/ebu-eurovision/transparent/1_0_19_1EE9_2E_55_300000_0_0_0.png,suspected rectangular raster background in transparent source,fefb29cc7f096f3f976532c02f2683e9f09bb170923e7c1e82bc1cb1fdc2c124,SOURCE-REVIEW
"4,36,215,96",0.43595,0.0,0.0,0.8906,1.0,1.0,1.0,0.388258,sis-limited,,,RECOVERY-SEARCH,4.8e,1_0_1_7_C9_1_300000_0_0_0.png,picons/4.8e/sis-limited/transparent/1_0_1_7_C9_1_300000_0_0_0.png,suspected rectangular raster background in transparent source,2f0792bd7c4733a56f9569daa68b3f3630e7b8565ee750d0b9437f6f0b3e5996,SOURCE-REVIEW
"4,36,215,96",0.43595,0.0,0.0,0.9391,1.0,1.0,1.0,0.409401,sis-limited,,,RECOVERY-SEARCH,4.8e,1_0_1_8_C9_1_300000_0_0_0.png,picons/4.8e/sis-limited/transparent/1_0_1_8_C9_1_300000_0_0_0.png,suspected rectangular raster background in transparent source,09996a992c6b0162f462b36025e221848c5f7d927c7c20b0d08f6a936f7df005,SOURCE-REVIEW
"34,1,186,131",0.680441,0.0,0.0,0.97166,1.0,1.0,1.0,0.661157,viasat,,,RECOVERY-SEARCH,4.8e,1_0_16_17F7_C_55_300000_0_0_0.png,picons/4.8e/viasat/transparent/1_0_16_17F7_C_55_300000_0_0_0.png,suspected rectangular raster background in transparent source,98b371685d357c2c54e5b880afc1736114d9e4ba5f3c34e60332ce130a76b2a0,SOURCE-REVIEW
"1,41,219,90",0.367837,0.0,0.0,0.941584,1.0,1.0,1.0,0.34635,viasat,,,RECOVERY-SEARCH,4.8e,1_0_1F_9F3_18_44_300000_0_0_0.png,picons/4.8e/viasat/transparent/1_0_1F_9F3_18_44_300000_0_0_0.png,suspected rectangular raster background in transparent source,64b6b124a62abdea3303dcae74b8c9e0e99600e243a9989467660ff07d62c231,SOURCE-REVIEW
"16,1,204,131",0.841598,0.0,0.0,0.963666,1.0,1.0,1.0,0.811019,demiroren-medya,,,RECOVERY-SEARCH,42.0e,1_0_19_77F_9_42_1A40000_0_0_0.png,picons/42.0e/demiroren-medya/transparent/1_0_19_77F_9_42_1A40000_0_0_0.png,suspected rectangular raster background in transparent source,b176996acb15bd1970ddaebd2d09916ddad2460c20d2d012997de9093520e6b7,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969408,1.0,1.0,1.0,0.564153,digital-platform,,,RECOVERY-SEARCH,42.0e,1_0_11_4270_78B5_2A_1A40000_0_0_0.png,picons/42.0e/digital-platform/transparent/1_0_11_4270_78B5_2A_1A40000_0_0_0.png,suspected rectangular raster background in transparent source,e3b7fef33fba0877f8934b318671f66e13f3bc1b18de008c5c1473a5ce8610ee,SOURCE-REVIEW
"46,2,174,130",0.564187,0.0,0.0,0.968994,0.75,0.996094,0.999939,0.546694,digital-platform,,,RECOVERY-SEARCH,42.0e,1_0_2_4217_A929_2A_1A40000_0_0_0.png,picons/42.0e/digital-platform/transparent/1_0_2_4217_A929_2A_1A40000_0_0_0.png,suspected rectangular raster background in transparent source,0843c6dcef858b8260993cb46764b6dc4f40c6bc69a22f4ea2a132418a10995f,SOURCE-REVIEW
"4,32,215,99",0.486811,0.0,0.0,0.960954,1.0,1.0,1.0,0.467803,turksat,,,RECOVERY-SEARCH,42.0e,1_0_1_4396_EAC5_42E_1A40000_0_0_0.png,picons/42.0e/turksat/transparent/1_0_1_4396_EAC5_42E_1A40000_0_0_0.png,suspected rectangular raster background in transparent source,9c91a39eee74c93c30199d0d12bee3dbd7873d883a93f30cac9e4112c3323eb4,SOURCE-REVIEW
"47,3,173,129",0.546694,0.0,0.0,0.953074,0.75,0.996032,0.999937,0.52104,turksat,,,RECOVERY-SEARCH,42.0e,1_0_1_439B_EAC5_42E_1A40000_0_0_0.png,picons/42.0e/turksat/transparent/1_0_1_439B_EAC5_42E_1A40000_0_0_0.png,suspected rectangular raster background in transparent source,b2fe8d285edf11ace6afa97610c7751b4d6017bae1d466dc0ed9fa19329dddc3,SOURCE-REVIEW
"4,32,215,99",0.486811,0.0,0.0,0.960954,1.0,1.0,1.0,0.467803,turksat,,,RECOVERY-SEARCH,42.0e,1_0_1_43C8_7D6C_42E_1A40000_0_0_0.png,picons/42.0e/turksat/transparent/1_0_1_43C8_7D6C_42E_1A40000_0_0_0.png,suspected rectangular raster background in transparent source,9c91a39eee74c93c30199d0d12bee3dbd7873d883a93f30cac9e4112c3323eb4,SOURCE-REVIEW
"47,3,173,129",0.546694,0.0,0.0,0.953074,0.75,0.996032,0.999937,0.52104,turksat,,,RECOVERY-SEARCH,42.0e,1_0_1_43CD_7D6C_42E_1A40000_0_0_0.png,picons/42.0e/turksat/transparent/1_0_1_43CD_7D6C_42E_1A40000_0_0_0.png,suspected rectangular raster background in transparent source,b2fe8d285edf11ace6afa97610c7751b4d6017bae1d466dc0ed9fa19329dddc3,SOURCE-REVIEW
"1,39,219,93",0.405372,0.0,0.0,0.932042,1.0,1.0,1.0,0.377824,turksat,,,RECOVERY-SEARCH,42.0e,1_0_1_CA5D_7B0E_42E_1A40000_0_0_0.png,picons/42.0e/turksat/transparent/1_0_1_CA5D_7B0E_42E_1A40000_0_0_0.png,suspected rectangular raster background in transparent source,9fd217192c7e28f01b0eff2188e862582f4dcfa86c3d1a0b4cbb4876123e7077,SOURCE-REVIEW
"1,39,219,93",0.405372,0.0,0.0,0.932042,1.0,1.0,1.0,0.377824,turksat,,,RECOVERY-SEARCH,42.0e,1_0_1_CA66_9E38_42E_1A40000_0_0_0.png,picons/42.0e/turksat/transparent/1_0_1_CA66_9E38_42E_1A40000_0_0_0.png,suspected rectangular raster background in transparent source,5d27da88095b4ad036d3e4ddf2a434a853b001a6a8ec7c9188e736b865536214,SOURCE-REVIEW
"11,1,209,131",0.886364,0.0,0.0,0.964569,1.0,1.0,1.0,0.854959,canale-italia,,,RECOVERY-SEARCH,5.0w,1_0_1_26BA_A801_217C_DDE0000_0_0_0.png,picons/5.0w/canale-italia/transparent/1_0_1_26BA_A801_217C_DDE0000_0_0_0.png,suspected rectangular raster background in transparent source,8b1cc2d46f944b4320bfbdd79eb24f34582da2ea4d4ffd1c1fb39fc0198867a2,SOURCE-REVIEW
"4,15,215,117",0.741116,0.0,0.0,0.971099,1.0,1.0,1.0,0.719697,canale-italia,,,RECOVERY-SEARCH,5.0w,1_0_1_26C3_A801_217C_DDE0000_0_0_0.png,picons/5.0w/canale-italia/transparent/1_0_1_26C3_A801_217C_DDE0000_0_0_0.png,suspected rectangular raster background in transparent source,3023fd03433375c0bab45a8c3f6bf42a7af132fbe59d85574c2937f4ff89379a,SOURCE-REVIEW
"47,3,173,129",0.546694,0.0,0.0,0.952948,0.75,0.996032,0.999937,0.520971,eutelsat,,,RECOVERY-SEARCH,5.0w,1_0_2_BF8_4E84_55F_DDE0000_0_0_0.png,picons/5.0w/eutelsat/transparent/1_0_2_BF8_4E84_55F_DDE0000_0_0_0.png,suspected rectangular raster background in transparent source,4300f08b89b3d435ea5a4e566a793f0b780987090c8833535d650a486181d072,SOURCE-REVIEW
"47,3,173,129",0.546694,0.0,0.0,0.952948,0.75,0.996032,0.999937,0.520971,eutelsat,,,RECOVERY-SEARCH,5.0w,1_0_2_BFB_4E84_55F_DDE0000_0_0_0.png,picons/5.0w/eutelsat/transparent/1_0_2_BFB_4E84_55F_DDE0000_0_0_0.png,suspected rectangular raster background in transparent source,2867b2f0c803ca6f640ddab49bd0310a0b6f96f8ccfe0b69d9e88a1111e5f2f7,SOURCE-REVIEW
"4,21,215,110",0.64666,0.0,0.0,0.957133,0.75,0.996667,0.999947,0.618939,fm-dvb-tdf-rmv,,,RECOVERY-SEARCH,5.0w,1_0_2_1004_2711_90_DDE0000_0_0_0.png,picons/5.0w/fm-dvb-tdf-rmv/transparent/1_0_2_1004_2711_90_DDE0000_0_0_0.png,suspected rectangular raster background in transparent source,74858f8070ac2caaa9dc8eac5a5892d202ef5293ed51b39da0022adb5a2f9812,SOURCE-REVIEW
"47,3,173,129",0.546694,0.0,0.0,0.952948,0.75,0.996032,0.999937,0.520971,fm-dvb-tdf-rmv,,,RECOVERY-SEARCH,5.0w,1_0_2_13EC_2711_90_DDE0000_0_0_0.png,picons/5.0w/fm-dvb-tdf-rmv/transparent/1_0_2_13EC_2711_90_DDE0000_0_0_0.png,suspected rectangular raster background in transparent source,4300f08b89b3d435ea5a4e566a793f0b780987090c8833535d650a486181d072,SOURCE-REVIEW
"47,3,173,129",0.546694,0.0,0.0,0.952948,0.75,0.996032,0.999937,0.520971,fm-dvb-tdf-rmv,,,RECOVERY-SEARCH,5.0w,1_0_2_1518_2711_90_DDE0000_0_0_0.png,picons/5.0w/fm-dvb-tdf-rmv/transparent/1_0_2_1518_2711_90_DDE0000_0_0_0.png,suspected rectangular raster background in transparent source,2867b2f0c803ca6f640ddab49bd0310a0b6f96f8ccfe0b69d9e88a1111e5f2f7,SOURCE-REVIEW
"1,48,219,83",0.262741,0.0,0.0,0.925557,1.0,1.0,1.0,0.243182,harmonic,,,RECOVERY-SEARCH,5.0w,1_0_1_26AF_A801_217C_DDE0000_0_0_0.png,picons/5.0w/harmonic/transparent/1_0_1_26AF_A801_217C_DDE0000_0_0_0.png,suspected rectangular raster background in transparent source,014cf3c08bfc5eb76f2d24fa7666b804566c85cc1a074c8d9bcaf357453855e4,SOURCE-REVIEW
"1,0,219,132",0.990909,0.0,0.0,0.947456,0.0,0.802857,0.995343,0.938843,aref,,,RECOVERY-SEARCH,52.0e,1_0_1_387_20D_73_2080000_0_0_0.png,picons/52.0e/aref/transparent/1_0_1_387_20D_73_2080000_0_0_0.png,source is almost fully opaque across the 220x132 canvas,06f7ce9d4de94c5e54fc64f1d67403e3111b31d9e68f297814917b1a4bd8a6e5,SOURCE-REVIEW
"1,44,219,87",0.322796,0.0,0.0,0.931619,1.0,1.0,1.0,0.300723,wns,,,RECOVERY-SEARCH,52.0e,1_0_1_11_211E_211E_2080000_0_0_0.png,picons/52.0e/wns/transparent/1_0_1_11_211E_211E_2080000_0_0_0.png,suspected rectangular raster background in transparent source,d788b691b07234c07c0069bdb1009264c0745d3eda28fb5c6e41d7cc9fcd9c7d,SOURCE-REVIEW
"49,2,177,130",0.564187,1.0,1.0,1.0,1.0,1.0,1.0,0.564187,wns,,,RECOVERY-SEARCH,52.0e,1_0_1_16_211E_211E_2080000_0_0_0.png,picons/52.0e/wns/transparent/1_0_1_16_211E_211E_2080000_0_0_0.png,suspected opaque rectangular background in transparent source; suspected rectangular raster background in transparent source,99cd24ad50af83126fa81ec655bbfc41af6df21c1f7d7b91c56dad63094d2b62,SOURCE-REVIEW
"23,1,196,131",0.774449,0.0,0.0,0.175145,1.0,1.0,1.0,0.13564,wns,,,RECOVERY-SEARCH,52.0e,1_0_1_3_194E_194E_2080000_0_0_0.png,picons/52.0e/wns/transparent/1_0_1_3_194E_194E_2080000_0_0_0.png,suspected rectangular raster background in transparent source,f7a603560d8f72424446e3bc3addcf2e1cfd26c129abfcc1a24d0739483ff16d,SOURCE-REVIEW
"42,0,178,132",0.618182,1.0,1.0,1.0,1.0,1.0,1.0,0.618182,wns,,,RECOVERY-SEARCH,52.0e,1_0_1_4_3_1_2080000_0_0_0.png,picons/52.0e/wns/transparent/1_0_1_4_3_1_2080000_0_0_0.png,suspected opaque rectangular background in transparent source; suspected rectangular raster background in transparent source,6a3c17b4f97c18db2554f65336c2d968e1651c6c2cb54d53ab7d188911ba0e69,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.939645,1.0,1.0,1.0,0.546832,htb,,,RECOVERY-SEARCH,54.9e,1_0_2_D9C7_22D_70_2250000_0_0_0.png,picons/54.9e/htb/transparent/1_0_2_D9C7_22D_70_2250000_0_0_0.png,suspected rectangular raster background in transparent source,4cb549413377de559d37df7b316fe7ef476bfb67de035fcb43513c11608d7371,SOURCE-REVIEW
"47,2,173,130",0.555372,0.0,0.0,0.96875,1.0,1.0,1.0,0.538017,rai-radio-televisione-italiana,,,RECOVERY-SEARCH,7.0e,1_0_1_1_1_1_46AB79_0_0_0.png,picons/7.0e/rai-radio-televisione-italiana/transparent/1_0_1_1_1_1_46AB79_0_0_0.png,suspected rectangular raster background in transparent source,cafd6b34f6b5fba6ddf4efc8af42d1c538ece02b29f0c6010110ff6d27cb6864,SOURCE-REVIEW
"4,48,215,84",0.26157,0.0,0.0,0.907978,0.75,0.995951,0.999868,0.2375,du,,,RECOVERY-SEARCH,7.0w,1_0_1_E_9C68_77E_DCA0000_0_0_0.png,picons/7.0w/du/transparent/1_0_1_E_9C68_77E_DCA0000_0_0_0.png,suspected rectangular raster background in transparent source,1a287cb849d3f992f4c6ce93c1d308684666c84bf350bb5b4ae902101b64f62d,SOURCE-REVIEW
"41,14,178,117",0.485916,0.0,0.0,0.966267,1.0,1.0,1.0,0.469525,eutelsat,,,RECOVERY-SEARCH,7.0w,1_0_2_407_320_800_DCA0000_0_0_0.png,picons/7.0w/eutelsat/transparent/1_0_2_407_320_800_DCA0000_0_0_0.png,suspected rectangular raster background in transparent source,2a9c439bbe4f3a9b1856c9fc2147141a0f5378cbd43c41c105f1bdf9365f77d2,SOURCE-REVIEW
"3,12,218,120",0.799587,0.0,0.0,0.643928,0.75,0.996904,0.999957,0.514876,nilesat,,,RECOVERY-SEARCH,7.0w,1_0_1_51C_D_800_DCA0000_0_0_0.png,picons/7.0w/nilesat/transparent/1_0_1_51C_D_800_DCA0000_0_0_0.png,suspected rectangular raster background in transparent source,6e18b4f3935914baae8961e79d695a71fec170c0113c7bee08aa682f06f009ae,SOURCE-REVIEW
"0,0,220,132",1.0,0.0,0.0,0.374242,1.0,1.0,0.984435,0.374242,nilesat,,,RECOVERY-SEARCH,7.0w,1_0_1_648_10_800_DCA0000_0_0_0.png,picons/7.0w/nilesat/transparent/1_0_1_648_10_800_DCA0000_0_0_0.png,suspected rectangular raster background in transparent source,339fa07ace40019ea1e8a742e473030ae97388cfe75421ff7f137204a063c9d5,SOURCE-REVIEW
"4,35,215,96",0.443216,0.0,0.0,0.90801,0.75,0.996324,0.999922,0.402445,sba,,,RECOVERY-SEARCH,7.0w,1_0_1_A2C_0_0_DCA2FFC_0_0_0.png,picons/7.0w/sba/transparent/1_0_1_A2C_0_0_DCA2FFC_0_0_0.png,suspected rectangular raster background in transparent source,d042226785f670f283afbe60163780eeaa1710fcf158cd3d53757f0593c04a94,SOURCE-REVIEW
"3,12,218,120",0.799587,0.0,0.0,0.643928,0.75,0.996904,0.999957,0.514876,snrt,,,RECOVERY-SEARCH,7.0w,1_0_1_2_9D08_77E_DCA0000_0_0_0.png,picons/7.0w/snrt/transparent/1_0_1_2_9D08_77E_DCA0000_0_0_0.png,suspected rectangular raster background in transparent source,6e18b4f3935914baae8961e79d695a71fec170c0113c7bee08aa682f06f009ae,SOURCE-REVIEW
"3,12,218,120",0.799587,0.0,0.0,0.636822,0.75,0.996904,0.999957,0.509194,soread-2m,,,RECOVERY-SEARCH,7.0w,1_0_1_169_C9_800_DCA0000_0_0_0.png,picons/7.0w/soread-2m/transparent/1_0_1_169_C9_800_DCA0000_0_0_0.png,suspected rectangular raster background in transparent source,dbbca495bfdce93e4dc6b1cefdd5c126b1cf4fd26ac8032ccb9e73f15ae1e4d4,SOURCE-REVIEW
"3,27,218,105",0.577479,0.0,0.0,0.934705,0.75,0.996587,0.99994,0.539773,stn,,,RECOVERY-SEARCH,7.0w,1_0_1_25C_C21_6E_DCA0000_0_0_0.png,picons/7.0w/stn/transparent/1_0_1_25C_C21_6E_DCA0000_0_0_0.png,suspected rectangular raster background in transparent source,97197e0b6fb1951ee8ab78316c1ef7f719142a921697ed4cc4fcc947e7b21e4e,SOURCE-REVIEW
"4,42,215,90",0.34876,0.0,0.0,0.94925,1.0,1.0,1.0,0.331061,tda,,,RECOVERY-SEARCH,7.0w,1_0_2_14_1_FFFF_DCA2DA0_0_0_0.png,picons/7.0w/tda/transparent/1_0_2_14_1_FFFF_DCA2DA0_0_0_0.png,suspected rectangular raster background in transparent source,8a300a0933cdac4dbe423de3be102a767f39a268682f11394de0409ee5826253,SOURCE-REVIEW
"1,40,219,91",0.382851,0.0,0.003717,0.932722,0.75,0.996283,0.99991,0.357094,viewmedia,,,RECOVERY-SEARCH,7.0w,1_0_1_2_1_FFFF_DCA2A3F_0_0_0.png,picons/7.0w/viewmedia/transparent/1_0_1_2_1_FFFF_DCA2A3F_0_0_0.png,suspected rectangular raster background in transparent source,a0bac930ac9aff159a7b4cc7793feb5362d9f187b02ca579d422162a521675f4,SOURCE-REVIEW
"1,40,219,91",0.382851,0.0,0.003717,0.932722,0.75,0.996283,0.99991,0.357094,viewmedia,,,RECOVERY-SEARCH,7.0w,1_0_1_32_1_FFFF_DCA2A3F_0_0_0.png,picons/7.0w/viewmedia/transparent/1_0_1_32_1_FFFF_DCA2A3F_0_0_0.png,suspected rectangular raster background in transparent source,a0bac930ac9aff159a7b4cc7793feb5362d9f187b02ca579d422162a521675f4,SOURCE-REVIEW
"9,30,210,102",0.498347,0.0,0.0,0.0,1.0,1.0,1.0,0.0,orion-express,,,RECOVERY-SEARCH,80.0e,1_0_1_198_CA_1_3200000_0_0_0.png,picons/80.0e/orion-express/transparent/1_0_1_198_CA_1_3200000_0_0_0.png,suspected rectangular raster background in transparent source,25d4857741b6329f8c3e813669f661c0b8ac9d248698470a42c98f2da1ba0efd,SOURCE-REVIEW
"47,3,173,129",0.546694,0.0,0.0,0.960695,1.0,1.0,1.0,0.525207,orion-express,,,RECOVERY-SEARCH,80.0e,1_0_1_200_CB_1_3200000_0_0_0.png,picons/80.0e/orion-express/transparent/1_0_1_200_CB_1_3200000_0_0_0.png,suspected rectangular raster background in transparent source,135b67a8fb9cda5ed388e2497ad8fd1f3e5657bfa63bd8d5c223746bfc974e8c,SOURCE-REVIEW
"9,30,210,102",0.498347,0.0,0.0,0.0,1.0,1.0,1.0,0.0,orion-express,,,RECOVERY-SEARCH,80.0e,1_0_1_353_D1_1_3200000_0_0_0.png,picons/80.0e/orion-express/transparent/1_0_1_353_D1_1_3200000_0_0_0.png,suspected rectangular raster background in transparent source,25d4857741b6329f8c3e813669f661c0b8ac9d248698470a42c98f2da1ba0efd,SOURCE-REVIEW
"4,42,215,90",0.34876,0.0,0.0,0.92654,1.0,0.988417,0.985782,0.32314,orion-express,,,RECOVERY-SEARCH,80.0e,1_0_1_396_CF_1_3200000_0_0_0.png,picons/80.0e/orion-express/transparent/1_0_1_396_CF_1_3200000_0_0_0.png,suspected rectangular raster background in transparent source,13c9d27c8d5245a367b31d05191b9908ea1ea86fabb25f461694cb6ef35643e3,SOURCE-REVIEW
"4,41,215,90",0.356026,0.0,0.0,0.931908,0.75,0.984615,0.990231,0.331784,orion-express,,,RECOVERY-SEARCH,80.0e,1_0_1_D0_66_1_3200000_0_0_0.png,picons/80.0e/orion-express/transparent/1_0_1_D0_66_1_3200000_0_0_0.png,suspected rectangular raster background in transparent source,40d27c0a4a76cf6a3590cb0467a829aa78b7054c2c766f1ded19a9b71b937dbd,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,rscc,,,RECOVERY-SEARCH,80.0e,1_0_1_1_13_1113_3200000_0_0_0.png,picons/80.0e/rscc/transparent/1_0_1_1_13_1113_3200000_0_0_0.png,suspected rectangular raster background in transparent source,8cc65a99667eb74bb13dc11f61f3ed7325981f6c64d48163901ac3a23513c9aa,SOURCE-REVIEW
"69,2,151,130",0.361433,0.0,0.007143,0.960652,1.0,1.0,1.0,0.347211,rscc,,,RECOVERY-SEARCH,80.0e,1_0_2_B_14_1113_3200000_0_0_0.png,picons/80.0e/rscc/transparent/1_0_2_B_14_1113_3200000_0_0_0.png,suspected rectangular raster background in transparent source,c77c757e2cebe5e670241e9bdec40be4f17b60ef25ad25ffbd2d938cea98d444,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_12CD_48E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_12CD_48E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_139A_50E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_139A_50E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_1775_60E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_1775_60E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"4,15,215,117",0.741116,0.0,0.0,0.971099,1.0,1.0,1.0,0.719697,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_1789_60E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_1789_60E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,8070d762cc8641a5c014454d0c9cf21546e771f395b38876ee017ad57e86a797,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_1A9C_68E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_1A9C_68E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
